tgl/bln/thn;suhu ;kelembapan (%);curah hujan(mm);tekanan(kPa);kecepatang angin(m/s)
29/03/2019;27.58;80.48;2.71;99.86;0.42
30/03/2019;27.47;82.6;16.31;99.9;0.65
31/03/2019;26.06;91.08;9.82;100.03;0.44
01/04/2019;25.75;87.16;9.04;100.11;0.79
02/04/2019;27.16;83.45;3.94;100.0;0.27
03/04/2019;27.11;86.55;8.88;100.0;0.57
04/04/2019;26.5;90.1;6.48;99.97;0.41
05/04/2019;26.06;93.22;20.88;99.96;0.74
06/04/2019;26.72;89.15;3.14;99.94;0.68
07/04/2019;25.87;92.09;2.78;99.93;0.93
08/04/2019;26.6;90.1;5.82;99.79;0.71
09/04/2019;26.81;91.97;4.7;99.8;0.67
10/04/2019;26.12;93.59;16.06;99.85;0.66
11/04/2019;26.34;91.04;7.22;99.84;0.65
12/04/2019;26.28;86.95;11.32;99.86;0.39
13/04/2019;26.83;87.2;5.59;99.9;0.62
14/04/2019;26.8;90.51;5.9;99.89;0.59
15/04/2019;26.86;90.13;7.47;99.84;0.6
16/04/2019;27.12;88.0;36.25;99.9;0.72
17/04/2019;26.99;88.97;4.95;99.89;0.82
18/04/2019;27.55;86.97;0.77;99.82;0.48
19/04/2019;27.09;88.56;10.7;99.69;0.39
20/04/2019;26.26;90.03;17.34;99.7;0.44
21/04/2019;26.52;90.12;5.23;99.59;0.65
22/04/2019;26.47;92.84;14.09;99.56;0.71
23/04/2019;26.11;91.92;5.0;99.69;0.89
24/04/2019;27.29;86.72;3.18;99.73;0.53
25/04/2019;27.46;90.05;3.72;99.68;0.69
26/04/2019;25.47;94.25;27.26;99.81;0.91
27/04/2019;25.61;88.2;8.91;99.92;1.03
28/04/2019;26.9;82.58;0.1;99.9;0.56
29/04/2019;27.09;88.41;6.52;99.87;0.83
30/04/2019;27.39;87.5;9.34;99.86;0.68
01/05/2019;27.44;84.98;1.38;99.87;0.32
02/05/2019;27.56;85.36;0.0;99.9;0.46
03/05/2019;27.31;89.11;9.54;99.95;0.35
04/05/2019;27.05;90.63;12.41;99.96;0.66
05/05/2019;26.54;90.81;10.48;99.97;0.5
06/05/2019;27.05;85.25;0.35;99.93;0.56
07/05/2019;27.59;84.02;0.1;99.78;0.52
08/05/2019;26.57;88.66;0.18;99.82;0.43
09/05/2019;26.72;87.27;1.75;99.85;0.38
10/05/2019;27.09;86.18;0.21;99.91;0.66
11/05/2019;26.93;87.01;8.92;99.96;0.49
12/05/2019;27.11;89.54;5.34;99.9;0.78
13/05/2019;27.52;85.5;0.58;99.84;0.32
14/05/2019;26.61;90.84;1.14;99.84;0.66
15/05/2019;25.96;95.04;12.68;99.97;0.52
16/05/2019;26.75;86.54;0.75;100.01;0.38
17/05/2019;25.67;93.24;9.02;100.05;0.49
18/05/2019;26.35;87.99;0.88;99.96;0.86
19/05/2019;25.88;90.51;1.81;99.97;0.6
20/05/2019;25.73;92.87;4.7;99.97;0.86
21/05/2019;25.67;93.49;13.66;99.97;1.2
22/05/2019;25.66;93.26;11.6;99.97;0.72
23/05/2019;25.64;90.53;0.94;99.98;0.99
24/05/2019;26.41;86.67;0.03;99.95;0.94
25/05/2019;26.25;90.13;1.4;99.88;0.97
26/05/2019;26.18;90.8;0.8;99.8;1.18
27/05/2019;26.42;89.62;0.31;99.73;0.97
28/05/2019;26.56;91.52;3.13;99.66;1.38
29/05/2019;26.23;94.05;12.13;99.67;1.04
30/05/2019;26.26;91.53;1.71;99.73;0.96
31/05/2019;26.3;89.65;7.08;99.73;0.65
01/06/2019;26.08;91.52;11.21;99.79;0.94
02/06/2019;26.47;90.2;3.21;99.77;0.84
03/06/2019;26.01;90.54;2.8;99.77;1.25
04/06/2019;26.47;85.23;0.39;99.75;0.49
05/06/2019;26.76;89.37;0.94;99.7;0.82
06/06/2019;26.12;92.25;13.16;99.85;0.47
07/06/2019;26.11;88.28;1.17;99.96;0.74
08/06/2019;25.91;90.86;1.94;99.96;0.87
09/06/2019;26.25;91.18;6.57;99.88;0.75
10/06/2019;26.52;90.96;4.7;99.78;0.81
11/06/2019;26.19;93.18;11.15;99.91;1.48
12/06/2019;25.78;93.9;11.19;99.98;1.14
13/06/2019;25.96;91.61;0.96;99.95;0.91
14/06/2019;26.33;90.1;0.65;99.88;0.95
15/06/2019;25.96;91.88;18.35;99.93;0.88
16/06/2019;25.97;91.49;5.16;99.93;0.76
17/06/2019;26.29;91.25;2.54;99.91;0.74
18/06/2019;25.97;92.41;4.69;99.9;0.79
19/06/2019;25.46;92.14;2.25;99.9;0.99
20/06/2019;26.19;90.18;7.73;99.85;1.18
21/06/2019;26.62;87.08;8.75;99.77;1.55
22/06/2019;25.57;91.49;2.23;99.77;1.06
23/06/2019;25.82;90.5;0.05;99.82;0.64
24/06/2019;25.77;91.56;0.0;99.91;0.34
25/06/2019;26.29;89.48;0.29;99.94;1.19
26/06/2019;25.97;87.73;3.95;100.0;0.54
27/06/2019;25.72;88.81;3.23;99.92;0.79
28/06/2019;25.87;90.34;1.06;99.85;1.3
29/06/2019;26.0;89.03;0.37;99.83;1.14
30/06/2019;26.06;88.37;0.16;99.85;1.21
01/07/2019;26.14;88.14;0.16;99.86;1.27
02/07/2019;25.86;90.55;0.24;99.87;0.86
03/07/2019;25.97;90.98;4.33;99.92;1.2
04/07/2019;25.51;93.16;3.21;99.96;0.61
05/07/2019;26.07;90.15;3.45;99.82;1.63
06/07/2019;26.1;90.51;13.73;99.83;0.94
07/07/2019;25.64;92.6;14.58;99.94;1.05
08/07/2019;25.33;93.34;10.11;100.07;1.12
09/07/2019;25.13;89.5;0.71;100.03;0.94
10/07/2019;25.92;88.93;0.02;99.92;1.07
11/07/2019;25.97;87.94;0.0;100.02;1.49
12/07/2019;25.68;86.71;0.32;100.11;0.8
13/07/2019;25.85;87.56;0.07;100.01;1.26
14/07/2019;25.78;88.39;1.26;99.89;1.1
15/07/2019;25.13;90.34;22.01;99.9;1.13
16/07/2019;24.96;88.83;3.28;99.87;1.46
17/07/2019;24.83;87.44;0.18;99.78;1.46
18/07/2019;24.63;86.14;0.37;99.74;1.39
19/07/2019;24.53;86.19;0.0;99.81;0.96
20/07/2019;25.87;85.0;0.04;99.79;0.92
21/07/2019;26.36;85.09;1.95;99.8;0.7
22/07/2019;25.56;91.13;2.17;99.8;0.77
23/07/2019;25.42;90.88;7.08;99.85;0.9
24/07/2019;25.07;88.76;2.12;100.01;1.45
25/07/2019;25.14;86.89;0.0;100.04;1.34
26/07/2019;24.95;86.99;0.0;100.0;0.9
27/07/2019;25.62;83.15;0.4;99.96;0.9
28/07/2019;25.52;87.23;0.5;99.99;1.29
29/07/2019;25.78;86.68;0.05;99.97;1.27
30/07/2019;25.96;86.18;0.0;99.97;1.4
31/07/2019;24.77;86.92;0.0;100.01;1.48
01/08/2019;24.86;86.3;0.0;100.05;1.07
02/08/2019;24.78;88.08;0.39;99.99;1.45
03/08/2019;25.32;87.08;0.08;99.96;0.91
04/08/2019;25.4;88.37;1.14;99.94;1.04
05/08/2019;25.45;87.55;0.99;99.89;1.44
06/08/2019;25.32;86.6;0.0;99.88;1.13
07/08/2019;24.9;86.97;0.0;99.87;1.42
08/08/2019;24.94;86.94;0.0;99.9;1.36
09/08/2019;25.97;86.9;0.53;99.84;1.32
10/08/2019;26.48;84.96;0.05;99.84;1.36
11/08/2019;26.24;85.04;0.0;99.86;1.09
12/08/2019;26.16;85.77;0.04;99.9;1.15
13/08/2019;26.04;88.36;0.71;99.94;1.58
14/08/2019;26.06;89.02;1.61;100.01;1.39
15/08/2019;26.05;86.8;0.36;100.03;1.71
16/08/2019;26.48;85.77;0.22;100.01;1.53
17/08/2019;25.78;88.14;0.13;100.03;1.3
18/08/2019;26.01;85.25;0.0;100.02;1.36
19/08/2019;25.59;84.55;0.0;100.03;1.22
20/08/2019;25.35;83.89;0.0;99.9;1.24
21/08/2019;25.47;85.73;0.0;99.91;0.85
22/08/2019;25.48;87.53;7.39;99.98;1.65
23/08/2019;25.86;85.7;0.74;100.0;1.23
24/08/2019;25.89;85.68;1.29;99.98;1.24
25/08/2019;25.71;88.05;8.94;99.96;1.6
26/08/2019;25.63;88.46;1.7;99.91;1.07
27/08/2019;25.97;88.45;2.78;99.89;0.8
28/08/2019;25.55;87.11;1.53;100.0;0.32
29/08/2019;25.63;88.09;1.46;99.93;1.28
30/08/2019;25.96;86.16;11.63;99.78;1.88
31/08/2019;25.72;80.32;0.0;99.81;1.54
01/09/2019;25.59;84.88;12.18;99.91;0.99
02/09/2019;25.33;87.92;3.22;99.94;1.3
03/09/2019;25.87;87.79;2.0;99.92;0.98
04/09/2019;26.06;87.24;1.08;99.94;1.21
05/09/2019;26.16;84.56;0.0;99.97;1.71
06/09/2019;26.04;84.96;0.0;99.91;1.11
07/09/2019;26.1;84.8;0.0;99.96;1.57
08/09/2019;25.69;86.28;6.35;100.01;1.39
09/09/2019;25.64;87.16;5.89;99.98;1.16
10/09/2019;25.25;88.15;1.28;100.05;1.6
11/09/2019;25.25;82.97;0.0;100.13;1.2
12/09/2019;24.82;84.2;0.0;100.17;1.14
13/09/2019;25.43;80.87;0.0;100.1;0.89
14/09/2019;25.43;82.33;0.0;100.08;1.12
15/09/2019;24.23;77.15;0.0;99.99;1.05
16/09/2019;24.88;81.17;0.0;99.92;0.91
17/09/2019;25.51;84.27;0.0;99.96;1.29
18/09/2019;26.01;84.88;0.0;100.0;1.6
19/09/2019;26.28;85.24;0.0;99.97;1.4
20/09/2019;26.0;85.04;0.0;99.92;1.64
21/09/2019;25.6;84.58;0.0;99.93;1.52
22/09/2019;25.48;83.11;0.0;99.95;1.51
23/09/2019;25.42;86.07;5.5;99.97;0.85
24/09/2019;26.27;86.99;28.16;99.97;0.71
25/09/2019;26.02;86.42;19.84;100.05;1.58
26/09/2019;26.62;83.69;5.81;100.09;1.35
27/09/2019;26.65;84.74;6.75;100.06;1.23
28/09/2019;26.14;87.34;5.32;100.04;0.9
29/09/2019;26.04;88.65;13.96;100.05;0.68
30/09/2019;26.0;87.5;4.12;100.03;1.4
01/10/2019;25.87;84.57;0.03;100.07;1.29
02/10/2019;25.52;84.57;2.76;100.08;0.92
03/10/2019;24.91;89.1;6.49;100.12;1.0
04/10/2019;25.35;86.87;0.05;100.01;1.45
05/10/2019;25.83;83.82;0.0;99.94;1.02
06/10/2019;26.36;81.38;3.1;99.93;1.04
07/10/2019;25.82;85.34;5.58;99.91;1.35
08/10/2019;26.2;86.29;3.3;99.92;1.03
09/10/2019;26.74;81.92;0.83;99.92;0.91
10/10/2019;26.45;83.31;0.0;99.96;0.91
11/10/2019;26.64;84.25;0.04;99.91;1.06
12/10/2019;26.64;84.98;4.66;99.84;0.82
13/10/2019;25.9;86.21;14.16;99.87;1.07
14/10/2019;26.36;83.04;1.34;99.9;1.21
15/10/2019;26.54;83.7;0.17;99.89;1.05
16/10/2019;26.6;85.21;7.8;99.84;1.23
17/10/2019;26.63;88.79;22.56;99.8;0.82
18/10/2019;26.82;86.15;3.84;99.8;0.95
19/10/2019;26.44;87.97;0.84;99.87;1.35
20/10/2019;25.98;90.87;6.01;99.85;0.91
21/10/2019;26.51;86.29;9.82;99.79;1.12
22/10/2019;25.85;87.43;14.02;99.77;0.76
23/10/2019;26.47;83.46;4.26;99.83;1.0
24/10/2019;26.83;81.19;0.21;99.84;1.04
25/10/2019;26.22;85.9;1.55;99.91;0.74
26/10/2019;26.16;87.53;16.84;99.84;0.66
27/10/2019;26.35;87.06;6.05;99.75;0.87
28/10/2019;26.3;86.03;0.42;99.81;0.61
29/10/2019;26.81;84.62;11.66;99.79;0.6
30/10/2019;26.45;86.89;13.07;99.77;0.75
31/10/2019;26.63;85.25;12.1;99.79;0.92
01/11/2019;26.19;85.63;3.83;99.85;0.7
02/11/2019;26.45;85.02;0.7;99.86;0.98
03/11/2019;25.73;86.94;0.97;99.98;0.69
04/11/2019;26.64;81.41;0.32;99.99;0.36
05/11/2019;26.64;85.03;0.69;99.88;0.3
06/11/2019;24.71;88.68;0.24;99.82;1.27
07/11/2019;26.7;81.39;0.69;99.82;0.41
08/11/2019;25.9;88.42;0.64;100.02;0.44
09/11/2019;26.39;84.94;0.54;100.03;0.78
10/11/2019;26.91;82.87;2.38;99.88;0.53
11/11/2019;26.32;86.37;2.83;99.83;0.91
12/11/2019;26.89;85.75;0.36;99.85;0.63
13/11/2019;26.76;87.39;3.06;99.9;0.6
14/11/2019;26.08;90.16;9.15;99.91;1.1
15/11/2019;26.45;84.41;11.72;99.91;0.32
16/11/2019;27.02;82.67;1.49;99.9;0.78
17/11/2019;27.02;80.92;4.08;99.91;0.97
18/11/2019;26.56;84.11;10.33;99.92;0.52
19/11/2019;26.65;86.4;6.14;99.85;0.49
20/11/2019;26.06;88.73;13.1;99.84;1.11
21/11/2019;26.21;87.06;8.51;99.86;0.69
22/11/2019;25.92;89.33;6.49;99.93;0.38
23/11/2019;25.99;88.42;3.97;99.95;0.67
24/11/2019;26.33;86.74;5.65;99.93;0.62
25/11/2019;26.61;86.41;5.02;99.84;0.62
26/11/2019;26.54;88.26;2.52;99.74;0.72
27/11/2019;26.55;88.65;7.68;99.69;0.5
28/11/2019;27.11;86.32;3.3;99.71;0.61
29/11/2019;26.95;85.88;2.26;99.73;0.52
30/11/2019;27.14;86.3;0.13;99.75;0.58
01/12/2019;27.35;89.4;6.86;99.71;0.71
02/12/2019;25.86;94.78;16.84;99.79;0.93
03/12/2019;25.54;92.44;13.24;99.88;1.22
04/12/2019;25.97;88.48;1.68;99.93;1.05
05/12/2019;25.93;88.46;1.04;100.02;1.17
06/12/2019;25.79;90.09;10.72;99.95;1.16
07/12/2019;24.88;93.65;27.96;100.02;1.31
08/12/2019;24.9;92.7;4.41;100.03;0.78
09/12/2019;25.41;91.5;6.8;100.01;0.54
10/12/2019;25.73;88.57;6.01;99.95;0.85
11/12/2019;25.08;90.58;16.6;99.92;0.86
12/12/2019;25.02;91.6;5.13;99.95;1.04
13/12/2019;25.08;90.84;1.8;99.99;1.38
14/12/2019;25.14;91.16;7.59;99.95;1.23
15/12/2019;25.96;88.16;1.01;99.85;0.79
16/12/2019;25.85;88.72;1.43;99.81;1.0
17/12/2019;26.35;86.12;0.68;99.9;0.21
18/12/2019;26.05;90.18;4.97;99.93;0.54
19/12/2019;26.15;88.69;1.11;99.91;0.74
20/12/2019;26.15;89.69;6.04;99.8;1.1
21/12/2019;25.78;91.21;8.45;99.86;0.83
22/12/2019;25.76;91.56;16.29;99.92;0.95
23/12/2019;26.76;85.34;1.87;99.93;0.68
24/12/2019;26.38;88.71;5.46;99.92;0.89
25/12/2019;26.19;88.64;6.75;99.89;1.17
26/12/2019;25.52;92.65;5.55;99.88;1.07
27/12/2019;25.69;91.3;7.07;99.87;0.7
28/12/2019;25.03;91.64;9.9;99.9;0.89
29/12/2019;26.16;88.63;6.17;99.89;1.02
30/12/2019;26.63;87.36;3.28;99.92;0.75
31/12/2019;26.1;89.17;6.2;100.03;1.46
01/01/2020;25.65;88.97;5.93;100.18;1.35
02/01/2020;25.96;88.77;7.22;100.2;1.15
03/01/2020;25.8;90.34;1.31;100.1;1.0
04/01/2020;26.24;88.39;0.92;99.9;1.39
05/01/2020;26.43;85.64;0.98;99.92;1.45
06/01/2020;26.52;85.69;1.14;99.93;1.5
07/01/2020;26.51;87.76;1.31;99.86;1.25
08/01/2020;26.4;88.69;1.23;99.8;1.48
09/01/2020;25.28;91.77;11.25;99.85;0.75
10/01/2020;25.28;91.43;13.38;99.87;1.0
11/01/2020;25.54;87.24;1.78;99.91;1.09
12/01/2020;25.79;85.42;0.22;99.83;1.07
13/01/2020;26.75;85.29;0.29;99.77;0.83
14/01/2020;26.0;84.87;3.9;99.85;1.38
